record_id,duplicate_id,author,year,journal,doi,title,pages,volume,number,abstract,isbn,label,source,record_ids,asreview_prior,exported_notes_1,included,asreview_ranking
263,1469,"Sun, You, Tan, Chen, Zhao",1989,Chinese medical journal,,Pathohistogenetic approach on the etiology of Yunnan tin miner's lung cancer.,347-55,102,5,"Pathological observation was made in 100 surgically resected lung cancers of Yunnan tin miners: peripheral type 44 including 9 scar cancers; central type 56, 27 of whom were early lung cancer, with limited initial loci in a well defined area. On the basis of dust retention in original sites of lung cancer and results of X-ray microanalysis, a scheme for calculating the relative probability of causation is formulated. The result of calculation shows that the contribution of exposure to radon daughters is about 7 times that of ore dust retention in the etiology of Yunnan tin miner's lung cancer.",0366-6999,manual_review,pubmed,1469,,,,260
66,1078,"Landrigan, P.J.",2016,Ann. of Global Health,10.1016/j.aogh.2016.01.017,Comments on the Causation of Malignant Mesothelioma: Rebutting the False Concept That Recent Exposures to Asbestos Do Not Contribute to Causation of Mesothelioma,214-216,82,1,"Background European asbestos manufacturers and their expert witnesses have advanced the claim that recent exposures to asbestos are not of significance in the causation of malignant mesothelioma. They argue that in cases of prolonged exposure to asbestos only the earliest exposures contribute to mesothelioma induction. Methods The Collegium Ramazzini examined this claim and compared it with the findings of the Epidemiology and Public Health Working Group of the Second Italian Consensus Conference on Pleural Mesothelioma. This independent Working Group noted that earlier exposures are more effective in inducing mesothelioma, but that subsequent exposures also contribute and cannot be excluded. They found convincing evidence to support the conclusion that mesothelioma incidence is proportional to cumulative asbestos exposure. Conclusion The Collegium Ramazzini concludes that risk of malignant mesothelioma is proportional to cumulative exposure to asbestos in which all exposures - early as well as late - contribute to the totality of risk. The Collegium Ramazzini rejects as false and scientifically unfounded the notion that only the earliest exposures to asbestos contribute to mesothelioma induction.",2214-9996,-1,embase,1078,,,,261
100,1024,"Park, B. and Lee, J. and Lee, N. and Kim, Y. and Hun Jang, S.",2021,Transl. Lung Cancer Res,10.21037/tlcr-21-566,Risk-based prediction model for selecting eligible population for lung cancer screening among ever smokers in Korea,4390-4402,10,12,"Background: This study developed a new lung cancer risk prediction model for the Korean population and evaluated the performance, compared to the previously reported risk models developed in Western countries. Methods: Among the 6,811,893 people who received health examinations from the Korean National Health Insurance Service, 969,351 ever-smokers (40–79 years) were included. Performance of Bach, Lung Cancer Risk Models for Screening, PLCOM2012, Pittsburgh, and Liverpool Lung Project models were evaluated. The ever-smokers were divided into the training and validation datasets by random sampling. The lung cancer risk model was developed and validated in the Korean population. The efficiency of model-based selection for lung cancer screening was compared with the eligible criteria of the National Lung Screening Trial (NLST). Results: The Korean lung cancer risk model showed the area under the curve and expected/observed (E/ O) ratio of 0.816 and 0.983 in the training dataset and 0.816 and 0.988 in the validation dataset. The Korean lung cancer risk model included age-mean of age, square of age-mean of age, sex, square root of pack-years of smoking, years since cessation, physical activity, alcohol consumption, body mass index, and medical history of chronic pulmonary obstructive disease, emphysema, pneumoconiosis, and interstitial pulmonary disease. Compared with the NLST criteria, the Korean lung cancer risk model’s cut-off criteria (>2.1%) had more improved sensitivity (61.4% vs. 44.3%) and positive predictive value (4.1% vs. 2.9%). The Korean lung cancer risk model showed better discrimination and calibration than previously developed models in Western population. Conclusions: The Korean lung cancer risk model can select eligible population for low-dose computed tomography screening among the Asian population. The efficiency of risk model-based selection for lung cancer screening is superior to that of fixed criteria-based selection.",2226-4477 and 2218-6751,-1,embase,1024,,,,262
234,1102,"Driscoll, R.",2013,Occup. Environ. Med,10.1136/oemed-2013-101717.200,The contribution of surveillance data to occupational burden of disease studies,,70,,"Objectives To explore methodological issues related to the use of surveillance data in burden of disease studies. Methods and Results Burden of disease methodologies generally rely on the calculation of population attributable fraction (PAF). This in turn typically requires estimates of exposure prevalence and relative risk. An exposure surveillance system can provide the required estimate of exposure prevalence. Alternatively, PAF can be estimated if the incidence of the disease in the population, and the incidence of the disease in the unexposed, are known. Improved disease surveillance can make an important contribution in areas where exposure prevalence measures are not good and difficult to improve. Good estimates of disease that can reliably be connected to work (e.g. occupational asthma, occupational dermatitis) in specific study populations would allow the estimate of incidence in the unexposed if the incidence in the population was known. This approach would be more difficult in circumstances where the direct connexion to work is harder to establish (e.g. many musculoskeletal disorders and noise-induced hearing loss). Alternatively, since estimates of the incidence of the disease in the general population will often be available, probably the key area of additional information required would actually be the incidence in unexposed persons. This isn't the typical focus of occupational disease surveillance but could provide a useful contribution to the understanding of occupational disease and its burden on the community. Thirdly, surveillance systems that cover disorders that are virtually uniquely occupational, such as a register of cases of malignant mesothelioma, can provide a direct estimate of the number of cases of a particular occupational disorder. Conclusions Occupational surveillance systems can potentially contribute to estimations of burden of disease studies using several different approaches.",1351-0711,-1,embase,1102,,,,263
257,1424,"Case, Dufresne",1997,Environmental health perspectives,10.1289/ehp.97105s51113,"Asbestos, asbestosis, and lung cancer: observations in Quebec chrysotile workers.",1113-9,105 Suppl 5,Suppl 5,"One prospective epidemiologic study of asbestos cement workers with radiological small opacities has been cited as a rationale for attributing excess lung cancer to asbestosis. This approach could have considerable practical value for disease attribution in an era of decreasing exposure. However, a recent International Agency for Research on Cancer review concludes that the mechanism of production of asbestos-related lung cancer are unknown. Asbestosis, therefore, cannot be a biologically effective dose marker of lung cancer susceptibility. Asbestosis nonetheless would be useful in identifying asbestos-attributable lung cancer cases if it could be proven an infallible exposure indicator. In this study, we tested this hypothesis in the chrysotile miners and millers of Quebec, Canada. We examined exposure histories, autopsy records, and lung fiber content for 111 Quebec chrysotile miners and millers. If the hypothesis of an asbestosis requirement for lung cancer attribution were accurate, we would expect as asbestosis diagnosis to separate those with lung cancer and high levels of exposure from those with lower levels of exposure in a specific and sensitive manner. This is the first such study in which historical job-based individual estimates based on environmental measurements, lung fiber content, exposure timing, and complete pathology records including autopsies were available for review. We found significant excesses of lung tremolite and chrysotile and estimated cumulative exposure in those with lung cancer and asbestosis compared to those with lung cancer without asbestosis. However, when the latter were directly compared on a case-by-case basis, there was a marked overlap between lung cancer cases with and without asbestosis regardless of the measure of exposure. Smoking habits did not differ between lung cancer cases with and without asbestosis. In regression models, smoking pack-years discriminated between those with the without lung cancer, regardless of asbestosis status. Most seriously, the pathologic diagnosis of asbestosis itself seemed arbitrary in many cases. We conclude that although the presence of pathologically diagnosed asbestosis is a useful marker of exposure, the absence of this disease must be regarded as one of many factors in determining individual exposure status and disease causation.",0091-6765,-1,"pubmed, embase","1424, 1219",,,,264
410,1342,"Lacourt, Gramond, Rolland, Ducamp, Audignon, Astoul, Chamming's, Gilg Soit Ilg, Rinaldo, Raherison, Galateau-Salle, Imbernon, Pairon, Goldberg, Brochard",2014,Thorax,10.1136/thoraxjnl-2013-203744,Occupational and non-occupational attributable risk of asbestos exposure for malignant pleural mesothelioma.,532-9,69,6,"To estimate the proportion of pleural mesothelioma cases that can be attributed to asbestos exposure in France including non-occupational exposure. A population-based case-control study including 437 incident cases and 874 controls was conducted from 1998 to 2002. Occupational and non-occupational asbestos exposure was assessed retrospectively by two expert hygienists. ORs of pleural mesothelioma for asbestos-exposed subjects compared to non-exposed subjects, and population-attributable risk (ARp) of asbestos exposure were estimated using a conditional logistic regression. A clear dose-response relationship was observed between occupational asbestos exposure and pleural mesothelioma (OR=4.0 (99% CI 1.9 to 8.3) for men exposed at less than 0.1 f/mL-year vs. 67.0 (99% CI 25.6 to 175.1) for men exposed at more than 10 f/mL-year). The occupational asbestos ARp was 83.1% (99% CI 74.5% to 91.7%) for men and 41.7% (99% CI 25.3% to 58.0%) for women. A higher risk of pleural mesothelioma was observed in subjects non-occupationally exposed to asbestos compared to those never exposed. The non-occupational asbestos ARp for these subjects was 20.0% (99% CI -33.5% to 73.5%) in men and 38.7% (99% CI 8.4% to 69.0%) in women. When considering all kinds of asbestos exposure, ARp was 87.3% (99% CI 78.9% to 95.7%) for men and 64.8% (99% CI 45.4% to 84.3%) for women. Our study suggests that the overall ARp in women is largely driven by non-occupational asbestos exposure arguing for the strong impact of such exposure in pleural mesothelioma occurrence. Considering the difficulty in assessing domestic or environmental asbestos exposure, this could explain the observed difference in ARp between men and women.",1468-3296,-1,"pubmed, embase","1342, 1096",,,,265
235,1736,"Neela Guha, Dana Loomis, Kurt Straif",2014,Occupational and Environmental Medicine,10.1136/oemed-2014-102362.118,0314 Using meta-data from occupational studies to inform hazard identification and cancer control: the IARC Monographs and beyond0314 Using meta-data from occupational studies to inform hazard identification and cancer control: the IARC Monographs and beyond,A38.2-A38,71,Suppl 1,"Objectives To present extensions to the International Agency for Research on Cancer (IARC) Monographs process, providing examples of application of meta-data to identifying carcinogenic hazard identifications and research gaps, and the potential use for guiding cancer control efforts. Qualitative and quantitative approaches will be contrasted. Method The IARC evaluation process typically employs summary level meta-data, in the form of systematic reviews, and pooled- and meta-analyses. Results IARC has heavily relied on published occupational epidemiological studies to identify specific carcinogens in the workplace and to form a scientific basis for the protection of workers worldwide. The evaluations of carcinogenic risk are made by international working groups of independent scientists and are qualitative in nature. Meta-analyses prepared for IARC working groups can complement the qualitative process and have been crucial in several instances; for example, in identifying sufficient evidence for lung and bladder cancer in painters and limited evidence for increased risk of bladder cancer among dry cleaners exposed to tetrachloroethylene and among professional drivers (bus, taxi, truck) with high exposure to outdoor air pollution. Since IARC does not provide recommendations for regulation or legislation, meta-relative risks can also be used to calculate attributable fractions to guide cancer control efforts, for agents in which a causal association is assumed and exposure prevalence has been well-characterised. Conclusions The IARC Monographs Programme is an authoritative source for the identification of carcinogenic hazards in the environment. Applying meta-analyses to the IARC process can be a useful tool for informing hazard identification and providing guidance for cancer control efforts.",1351-0711 1470-7926,-1,openalex,1736,,,,266
435,1673,"Francine Baumann, Brenda J. Buck, Rodney V. Metcalf, Brett T. McLaurin, Doug Merkler, Michele Carbone",2015,Journal of Thoracic Oncology,10.1097/jto.0000000000000565,Reply to “No Increased Risk for Mesothelioma in Relation to Natural-Occurring Asbestos in Southern Nevada”,e64-e65,10,7,"We appreciate the interest and review of our paper1Baumann F Buck BJ Metcalf RV McLaurin BT Merkler DJ Carbone M The presence of asbestos in the natural environment is likely related to mesothelioma in young individuals and women from Southern Nevada.J Thorac Oncol. 2015; 10: 731-737Abstract Full Text Full Text PDF PubMed Scopus (88) Google Scholar by Pinheiro and Jin,2Pinheiro PS Jin H No increased risk for mesothelioma in relation to natural-occurring asbestos in Southern Nevada.J Thorac Oncol. 2015; 10: e61-e63Abstract Full Text Full Text PDF Scopus (2) Google Scholar as they provide us an opportunity to reopen a dialogue with the Department of Health and Human Services, Nevada, with whom Dr. Pinheiro is associated. Environmental epidemiology is a relatively recent science, and because it deals with small numbers and exposures that cannot be assessed on individuals, it uses specific methods that are different from classical cancer epidemiology.3Pekkanen J Pearce N Environmental epidemiology: challenges and opportunities.Environ Health Perspect. 2001; 109: 1-5Crossref PubMed Google Scholar Pinheiro and Jin: “the proper indicator of risk in a population or a subpopulation is the incidence rate.” Although this is often true, it would be incorrect for this situation because most mesotheliomas are due to occupational exposure to asbestos,4Spirtas R Heineman EF Bernstein L et al.Malignant mesothelioma: attributable risk of asbestos exposure.Occup Environ Med. 1994; 51: 804-811Crossref PubMed Scopus (262) Google Scholar and therefore, the incidence (or mortality) rates reflect the process and/or use of asbestos in the studied area. Incidence rates cannot distinguish between occupational and environmentally caused mesotheliomas. Occupational exposure leads to a mesothelioma male:female (M:F) sex ratio of 4 to 8:1, with a mean age of diagnosis of 74 years old, because of the 30 to 50 years latency between initial exposure and mesothelioma development. In places where people were only environmentally exposed to carcinogenic fibers, the M:F sex ratio is about 1:1 and the mean age of diagnosis is 50 to 60 years.5Baris YI Sahin AA Ozesmi M et al.An outbreak of pleural mesothelioma and chronic fibrosing pleurisy in the village of Karain/Urgüp in Anatolia.Thorax. 1978; 33: 181-192Crossref PubMed Scopus (197) Google Scholar, 6Baumann F Maurizot P Mangeas M Ambrosi JP Douwes J Robineau B Pleural mesothelioma in New Caledonia: associations with environmental risk factors.Environ Health Perspect. 2011; 119: 695-700Crossref PubMed Scopus (63) Google Scholar, 7Bruno C Tumino R Fazzo L et al.Incidence of pleural mesothelioma in a community exposed to fibres with fluoro-edenitic composition in Biancavilla (Sicily, Italy).Ann Ist Super Sanita. 2014; 50: 111-118PubMed Google Scholar In places where both types of exposure exist, the M:F sex ratio decreases and the proportion of young (<55 years old) cases increases, compared with places with occupational exposure only. Consequently, we used the significant decrease of mesothelioma M:F sex ratio and the increase of young cases as indicators of possible environmental exposure to carcinogenic fibers. Pinheiro and Jin: “there is no scientific consensus on the use of the sex ratio and the proportion under 55 as indicators of environmental (non-occupational) exposure to asbestos or NOA.” The epidemiology of mesothelioma from mixed environmental and occupational exposures to carcinogenic fibers has never specifically been studied. However, the studies of populations exposed to carcinogenic fibers from their natural environment, without occupational exposure to asbestos, showed a mesothelioma M:F sex ratio of about 1:1 and a higher proportion of young cases.5Baris YI Sahin AA Ozesmi M et al.An outbreak of pleural mesothelioma and chronic fibrosing pleurisy in the village of Karain/Urgüp in Anatolia.Thorax. 1978; 33: 181-192Crossref PubMed Scopus (197) Google Scholar, 6Baumann F Maurizot P Mangeas M Ambrosi JP Douwes J Robineau B Pleural mesothelioma in New Caledonia: associations with environmental risk factors.Environ Health Perspect. 2011; 119: 695-700Crossref PubMed Scopus (63) Google Scholar, 7Bruno C Tumino R Fazzo L et al.Incidence of pleural mesothelioma in a community exposed to fibres with fluoro-edenitic composition in Biancavilla (Sicily, Italy).Ann Ist Super Sanita. 2014; 50: 111-118PubMed Google Scholar There are no published studies contradicting or questioning the methodology we used. The first International Conference on Mesothelioma in Populations Exposed to Naturally Occurring Asbestiform Fibers sponsored by the National Cancer Institute (NCI), National Institute of Environmental Health Sciences (NIEHS), and International Association for the Study of Lung Cancer (IASLC), will be held in Honolulu, November 9–10; methodology will be one of the topics discussed. We would welcome Drs. Pinheiro and Jin. Pinheiro and Jin: “a male to female sex ratio can be elevated just by virtue of a low number of male cases rather than an actual increased absolute number among females.” Although this statement appears incorrect—M:F would be elevated by an increase in males and /or a decrease in females—we think we understand what they mean. However, a lower mesothelioma incidence/mortality in male and in old age groups simply reflects a lower occupational exposure to asbestos. In the absence of environmental exposure, a low level of occupational exposure leads to a lower mesothelioma incidence in both males and females, and in both old and young age groups, with a M:F sex ratio still around 4 to 8:1, and less than 10% of mesothelioma cases in young individuals. If there is environmental exposure in a region where a low level of occupational exposure exists, the environmental exposure causes additional mesothelioma cases in both males and females, leading to a decreased sex ratio and increased proportion of young mesothelioma cases—as observed in Southern Nevada, whereas the total incidence in male and in old age groups may still be low compared with regions with higher occupational exposure. Pinheiro and Jin question why the study periods are different in the incidence data that we used to compare mesothelioma incidence by state and the mortality data that we analyzed by gender, age group, and county. The answer is simple: the incidence data that we used are public, available by state only, and 2006–2010 was the longest available period of time, while the Center for Disease Control (CDC) mesothelioma mortality data that we obtained to carry out our analysis by county were available for 1999–2010. In addition, we merely cited the U.S. states that presented the lowest and highest mesothelioma incidence in the US, the lowest and highest sex ratio, and the lowest and highest proportion of young adults. We did not make any statistical comparison using these numbers, which were given as examples; we did not give any p value comparing Nevada and any of the seven states cited in Table 2.1Baumann F Buck BJ Metcalf RV McLaurin BT Merkler DJ Carbone M The presence of asbestos in the natural environment is likely related to mesothelioma in young individuals and women from Southern Nevada.J Thorac Oncol. 2015; 10: 731-737Abstract Full Text Full Text PDF PubMed Scopus (88) Google Scholar We thank Pinheiro and Jin for highlighting the erroneous total number of mesotheliomas in Table 2.1Baumann F Buck BJ Metcalf RV McLaurin BT Merkler DJ Carbone M The presence of asbestos in the natural environment is likely related to mesothelioma in young individuals and women from Southern Nevada.J Thorac Oncol. 2015; 10: 731-737Abstract Full Text Full Text PDF PubMed Scopus (88) Google Scholar Curiously, they also made a mistake: 31,408 + 133 = 31,541 instead of 31,545 as they stated. Pinheiro and Jin: “For the immediately younger (0–49) and older age groups (0–59) the risk in Nevada is fundamentally the same as in the US,” suggesting that only the 0 to 54 years old group would be different. But their own Table 1 shows higher risk in Nevada for the 0 to 59 years old group and higher risk in the 0 to 49 years old group for Southern Nevada, compared with the US. In addition, because of the small numbers, their 95% confidence intervals are large and do not allow for any significant comparison. Consequently, incidence/mortality rates clearly cannot be used to measure environmental exposures. Pinheiro and Jin graciously comment “We praise Baumann for producing a body of literature on mesothelioma and exposure to natural-occurring asbestos (NOA). The recent discovery of NOA in Southern Nevada has raised our interest in the surveillance of mesothelioma in the region.” So it appears we all agree that our findings identifying environmental exposure to asbestos in Southern Nevada are important and require follow-up because asbestos causes mesothelioma. Therefore, we are puzzled by the title of their letter, a title that cannot be supported by data, and that in fact contradicts published evidence that exposure to asbestos increases the risk of mesothelioma and that such exposure is occurring in Southern Nevada.8Buck BJ Goossens D Metcalf RV et al.Naturally occurring asbestos, potential for human exposure, Southern Nevada, USA.Soil Sci Soc Am J. 2013; 77: 2192-2204Crossref Scopus (49) Google Scholar, 9Metcalf RV Buck BJ Genesis and health risk implications of an unusual occurrence of fibrous NaFe3+-amphibole.Geology. 2015; 43: 63-66Crossref Scopus (22) Google Scholar, 10Tetra Tech Final Phase 1 site characterization report for Boulder City Bypass naturally occurring asbestos (NOA) project phase 1 (Railroad Pass to Silverline Road).Accessible at: http://www.nevadadot.com/uploadedFiles/NDOT/Micro-Sites/BoulderCityBypass/NOS/Final_NDOT_Phase_I_Report-10-6-14.pdfDate: 2014Google Scholar Risk is defined as the product of hazard and vulnerability (or exposure).11Stein S Stein J Playing against Nature: Integrating Science and Economics to Mitigate Natural Hazards in an Uncertain World. 1st Ed. John Wiley and Sons, Ltd, Washington, DC2014: 260Google Scholar Southern Nevadans are indeed being exposed to the hazard of asbestos fibers and therefore are at increased risk for mesothelioma and other asbestos-related diseases.1Baumann F Buck BJ Metcalf RV McLaurin BT Merkler DJ Carbone M The presence of asbestos in the natural environment is likely related to mesothelioma in young individuals and women from Southern Nevada.J Thorac Oncol. 2015; 10: 731-737Abstract Full Text Full Text PDF PubMed Scopus (88) Google Scholar,12Baumann F Ambrosi JP Carbone M Asbestos is not just asbestos: an unrecognised health hazard.Lancet Oncol. 2013; 14: 576-578Abstract Full Text Full Text PDF PubMed Scopus (118) Google Scholar For example, ambient air measured for phase I of the Boulder city bypass showed the presence of airborne asbestos fibers.10Tetra Tech Final Phase 1 site characterization report for Boulder City Bypass naturally occurring asbestos (NOA) project phase 1 (Railroad Pass to Silverline Road).Accessible at: http://www.nevadadot.com/uploadedFiles/NDOT/Micro-Sites/BoulderCityBypass/NOS/Final_NDOT_Phase_I_Report-10-6-14.pdfDate: 2014Google Scholar Moreover, some individuals may be exposed to significantly higher concentrations through recreational activities, such as off-road vehicle recreation, horseback riding, mountain bicycle riding, hiking, and other activities that are popular in the desert areas where asbestos fibers occur.1Baumann F Buck BJ Metcalf RV McLaurin BT Merkler DJ Carbone M The presence of asbestos in the natural environment is likely related to mesothelioma in young individuals and women from Southern Nevada.J Thorac Oncol. 2015; 10: 731-737Abstract Full Text Full Text PDF PubMed Scopus (88) Google Scholar,8Buck BJ Goossens D Metcalf RV et al.Naturally occurring asbestos, potential for human exposure, Southern Nevada, USA.Soil Sci Soc Am J. 2013; 77: 2192-2204Crossref Scopus (49) Google Scholar, 9Metcalf RV Buck BJ Genesis and health risk implications of an unusual occurrence of fibrous NaFe3+-amphibole.Geology. 2015; 43: 63-66Crossref Scopus (22) Google Scholar, 10Tetra Tech Final Phase 1 site characterization report for Boulder City Bypass naturally occurring asbestos (NOA) project phase 1 (Railroad Pass to Silverline Road).Accessible at: http://www.nevadadot.com/uploadedFiles/NDOT/Micro-Sites/BoulderCityBypass/NOS/Final_NDOT_Phase_I_Report-10-6-14.pdfDate: 2014Google Scholar,13Carbone M Emri S Dogan AU et al.A mesothelioma epidemic in Cappadocia: scientific developments and unexpected social outcomes.Nat Rev Cancer. 2007; 7: 147-154Crossref PubMed Scopus (198) Google Scholar Environmental epidemiology is about identifying areas in which environmental risk exists and work with local experts and authorities to eliminate or at least mitigate the risk. We hope that we will be allowed to further investigate the areas in Southern Nevada where exposure occurs and where there is an apparent increase of mesothelioma among young adults. We would welcome the opportunity to work together with Nevada epidemiologists and the Nevada health authorities to help identify measures to reduce environmental exposure to asbestos and to other carcinogenic fibers and the consequent risk of mesothelioma, as we have done in other parts of the US and of the world.6Baumann F Maurizot P Mangeas M Ambrosi JP Douwes J Robineau B Pleural mesothelioma in New Caledonia: associations with environmental risk factors.Environ Health Perspect. 2011; 119: 695-700Crossref PubMed Scopus (63) Google Scholar,13Carbone M Emri S Dogan AU et al.A mesothelioma epidemic in Cappadocia: scientific developments and unexpected social outcomes.Nat Rev Cancer. 2007; 7: 147-154Crossref PubMed Scopus (198) Google Scholar,14Carbone M Baris YI Bertino P et al.Erionite exposure in North Dakota and Turkish villages with mesothelioma.Proc Natl Acad Sci U S A. 2011; 108: 13618-13623Crossref PubMed Scopus (164) Google Scholar",1556-0864 1556-1380,-1,openalex,1673,,,,267
98,1763,"Margaret R. Spitz, Carol Etzel",2012,Clinical Cancer Research,10.1158/1078-0432.12aacriaslc-ia21,Abstract IA21: Risk prediction models for lung cancer,IA21-IA21,18,3_Supplement,"Background: There are an estimated 45 million current smokers in the US and 49 million former smokers. The challenge is to construct reliable risk prediction models to identify that fraction of smokers most likely to get lung cancer. High-risk individuals could undergo a program of screening surveillance that might not be appropriate for a lower risk population and receive the most intensive smoking cessation interventions. Models with improved discriminatory ability will also have clinical benefits. In the US, 150,000 patients are diagnosed with focal pulmonary lesions annually, with the prevalence of malignancy ranging from 10 to 70%. Current guidelines are to employ best clinical judgment and/or validated models. Finally, risk prediction tools could be incorporated into the design of smaller, more powerful, and “smarter” prevention trials. Cardiovascular and type 2 diabetes risk profiles using epidemiologic data have been effectively used for nearly two decades. In the cancer arena, risk prediction models for breast cancer have the longest history, although models have also been generated for prostate, lung, melanoma, ovary, colorectal, and bladder cancers. The advent of genome-wide association studies to identify low-penetrance common susceptibility alleles now heralds the possibility of incorporating panels of gene variants into existing models and to assess improvement in model performance. However, to date, the expanded models for many cancer sites have shown only modest incremental improvements in discrimination. Lung Risk Models: We and others have explored various approaches for lung cancer prediction. Such tools hold promise, but their interpretation is complex. Epidemiologic/clinical: Bach published the original risk prediction model based on data from the Carotene and Retinol Efficacy Trial (CARET) of 14,000 heavy smokers and >4,000 asbestos-exposed men, mostly white (1). The variables included age, gender, asbestos exposure, smoking history, cigarettes per day, duration of smoking and of cessation. The Bach model has been validated in an independent data from the placebo arm of the Alpha-Tocopherol, Beta-Carotene Cancer Prevention study. Our baseline model was based on data derived from an ongoing lung cancer case control study (2). Variables included were environmental tobacco smoke (for never and former smokers only), family cancer history, asbestos and dust exposures, prior respiratory disease, history of hay fever, and smoking history variables. All variables have strong biologically plausible etiologic roles, and are relatively easy to ascertain through patient interview. The validated area under the curve (AUC) statistics for the former and current smoker models were modest (0.63, and 0.58, respectively), although consistent with those from other risk prediction models. If age and smoking status (case-control matching variables) had been included in the models, the models would likely have performed far better. The Liverpool Lung Project (LLP) variables (3) include smoking duration, prior diagnosis of pneumonia, occupational exposure to asbestos, prior cancer diagnosis and family history of lung cancer. Most recently a carefully constructed model based on data from 70,962 control subjects in the Prostate, Lung, Colorectal, Ovarian cancer screening trial (PLCO) was published (4). This model includes age, SES (education), BMI, family history of lung cancer, COPD, recent chest x-ray, smoking status (never, former, or current), pack-years smoked, and smoking duration. A second model also included smoking quit-time. External validation was performed with 44,223 PLCO intervention arm participants. In the external validation sample, models 1 and 2 had area under the curves of 0.841 and 0.784, respectively. These models had high discrimination in women, men, whites, and nonwhites. Extended Models: Functional Data: We have estimated the improvement in model performance by incorporating two measures of DNA repair capacity that have been shown in case-control analyses to be associated with increased lung cancer risk (5). Addition of the biomarker assays does improve the sensitivity of the models over epidemiologic and clinical data alone. These in vitro lymphocyte culture assays, however, are time-consuming and require some level of technical expertise. Therefore while feasible in a controlled academic setting, they are not applicable for widespread population-based implementation. Genetic Data: Genetic data are stable, inexpensive to ascertain, accurate and amenable to high-throughput analysis. However, it remains uncertain whether enriched multimarker models give better discrimination. We have added three SNPS that were most significant in GWAS of lung cancer to the baseline lung epidemiologic model. These include a replicated SNP in the 15q25 chromosomal region that encompasses the nicotinic acetylcholine receptor subunit genes, CHRNA3 and CHRNA5, that have a defined role in nicotine dependence, and a hypothesized direct role in downstream signaling pathways that promote carcinogenesis. We also included two SNPs from the 5p15.33 locus (rs2736100 and rs401681) that contains two known genes: the TERT (human telomerase reverse transcriptase) gene and the CLPTM1L. The AUC showed only modest improvement. Such small increases in discriminative accuracy are unlikely to be of diagnostic or predictive utility. Young (6) developed a risk model using a 20-SNP panel including metabolizing, inflammation, DNA repair, anti-oxidant, apoptosis and addiction genes. The final model included the 20 SNPs, age, history of COPD, family history of lung cancer and gender. When numeric scores were assigned to both the SNP and demographic data, and sequentially combined by a simple algorithm in a risk model, the composite score was found to be linearly related to lung cancer risk with a bimodal distribution. Spira et al (7) have advanced the notion that upper airway gene expression in smokers may serve as a relatively noninvasive surrogate marker of the physiologic response of the lung to tobacco smoke and could be used in large-scale screening and chemoprevention studies for lung cancer. Gene expression profiles in cytologically normal large airway epithelium were obtained via bronchoscopic brushings and were predictive of cancer status in a combined clinicogenomic model (P < 0.005). There was a significant improvement in performance of the clinicogenomic relative to the clinical model (P < 0.05). Use of the clinicogenomic model may reduce invasive diagnostic procedures for individuals without lung cancer. The ROC curve may not be sensitive to differences in probabilities between models, and therefore insufficient to assess the impact of adding a new predictor. A substantial gain in performance may not yield a substantial increase in AUC, and only a very large independent association of the new marker with risk will yield a meaningful larger AUC. As an example, the Framingham Risk Score that is widely applied has an AUC of about 0.80. New metrics need to be developed to compare nested models. In summary, the ability to accurately predict risk of lung cancer among former and current smokers has public health, clinical and financial implications for primary prevention, surveillance programs, screening programs and chemoprevention trials.",1078-0432 1557-3265,abstract_added,openalex,1763,,,,268
443,1450,"Järvholm, Larsson, Hagberg, Olling, Ryd, Torén",1993,The European respiratory journal,10.1183/09031936.93.06091271,Quantitative importance of asbestos as a cause of lung cancer in a Swedish industrial city: a case-referent study.,1271-5,6,9,"We wanted to assess the quantitative importance of asbestos as a cause of lung cancer. In a case-referent study, the exposure to asbestos, tobacco smoke and some other occupational exposures were compared between 147 cases of lung cancer (100 men, 47 women), 111 hospital referents, and 109 population referents, all below the age of 75 yrs and living in an industrial city. The attributable risk of lung cancer due to asbestos exposure was 16% in men (95% confidence interval 1-31%). No woman had occupational exposure to asbestos. We conclude that in the mid 1980's tobacco smoking was the major attributable risk, being 95% for men and 78% for women, but that in men asbestos was an appreciable contributing factor in the general population of a Swedish industrial city.",0903-1936,-1,"pubmed, embase, openalex","1450, 1245, 1560",,,,269
